writer,score,data,product_name,headline,content,url,rank,search_keyword
한*일 ,1,2020.06.28,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,몇개가 멍이들어있네요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*윤 ,1,2020.12.17,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,밍밍해요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
최*열 ,1,2020.07.07,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과가 부스러져요 아삭한 맛 업서요,,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
곽*현 ,1,2020.10.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"사과같지 않은 맛입니다
사과하세요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*현 ,1,2021.02.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",이렇게맛없는사과는 오랜만이네요...,사과라면 환장하는 아이인데 이거하나먹더니 사과를 안찾아요...,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
양*현 ,1,2021.04.27,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",별로입니다,"흠과다 멍이 많이 들었다 리뷰는 봤지만 정말 깨끗한게 하나도 없어요
깨지거나 멍들거나,,갈아마시기도 하고 그냥 먹기도 하지만
차라리 값을 더 주고 좋은걸 사겠어요 이게 뭔가요 진짜",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*웅 ,1,2021.03.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",아니 이건 썩은거잖아요!!,아씨 정말 욕나옴.. 흠과가 아니라 새가 쪼아먹음 자리가 다 썩은걸 먹으라고 팝니까? 다시는 안사요!!!!!!! 욕나오는거 참고 있음,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*혜 ,1,2021.02.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉","지금 3개째 먹어보고 있는데, 달콤하거나 새콤한 맛이",전혀 없네요.. 급하게 사긴했지만 좀 실망이에요ㅠ,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*진 ,1,2021.03.14,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사지마세요,보조개 사과라고하지만 겉에흠만 있는건 아니네요 안에 썩은개3개잘라보니 2개 썩었어요 다시는 구매안 합니다,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
한*현 ,1,2021.03.04,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,보조개 사과라 일부 상처는 예상했지만 맛이 썩은곰팡이 맛이라 실망입니다. 역시 과일은 보고 사는게 필요한듯 ㅠㅠ.,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*아 ,1,2021.04.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"사과 후기는 처음입니다. 구매 처음이 아니라 후기요..
겉은 아삭 싱싱한데 안이 썩었네요. 무심결에 많이 먹었는데
절반쯤 먹고나니 사진과 같네요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*진 ,1,2021.04.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",사과가 좋은 사과였는데 오래되서,"너무 시들해요 보관이 잘못됐는지
너무 쭈글해요 아삭 거리는 맛이없어요
깍을때 보통 알수있는데 사과가 싱싱 하지가않아요
쭈글합니다",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
콜린이 ,1,2021.03.19,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,무우보다 맛이없네요 사과가 거의다 상처와 병든 검은반점이 다있네요 진짜 너무맛없어요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
나나나난난 ,1,2021.03.06,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,너무 맛이 없네요. 싱싱하지도ㅠ않구. 다시구매안합니다,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
서*경 ,1,2021.04.26,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",무 맛,"진짜 아무맛이없어요.,., 무맛...
무맛보다 맛없는 상태...ㅠ_ㅠ ... 지금 사과가 맛이없다곤 하더라고요...

사과상태는 좋으나 맛이 ... 없....어서.. 사과파이 해먹어야할거같아요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*주 ,1,2021.05.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,물론 주스용이라 먹는데는 지장이 없지만 사과 상태를 보고 깍아내는 부위가 커지니까 가격대비 저렴하지도 않은것같네요... 이게 흠집수준으로만 봐도 되는건지 모르겟어요ㅠㅠㅠ,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*상 ,1,2021.04.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,제가 진짜 댓글 안남기는 스타일인데 진짜 맛떼가리 없네요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*한 ,1,2021.05.02,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",그냥 먹기에는 맛이 없습니다.,달지도 않고 아삭하지도 안습니다. 맛이 없습니다.,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
밤의눈동자 ,1,2021.04.26,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,이름값못함.ㅇ앗드럽게없고.보잘거없이.생김,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*윤 ,1,2021.06.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",모든 면에서 실망입니다,"배송시간도 맛도 품질도 다 실망입니다
남편이 이렇게 맛없는 사과는 첨 먹는다고 하네요~
너무 실망입니다",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*정 ,1,2021.06.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",두번째 구입시 실망,두번째 구입시 안쪽 씨중심으로 썩은것들이 많이많이 도려냈네요,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*인 ,1,2021.01.13,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",아 빡침 사과상태 실화임?,"지난번 이 사과 시켜먹고선 그때 시들고 썩은게 몇개 나와서 밑에 후기에다가 한번 더 시켜먹어 보고 또이럼 다신 안시킬 생각이라고 남겼던 사람인데요. 이번엔 아주 그냥 제대로 실망시켜주시네요. 지난번도 이정도는 아니였는데... 총 몇개죠? 여섯개 일곱개? 먹은거보다 버린게 더 많은거 같아요. 좋은 교훈얻습니다. 한번 실망하면 두번 세번도 계속 실망할거란거 말입니다. 기사님만 고생하셨네요
아. 멀쩡한 사과들은 맛있었습니다.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*호 ,1,2020.09.09,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",성한 사과가 하나도 없어요.,"모든 사과가
정도의 차이일 뿐 다~~ 멍이 들어 있고요.
흠집이 있습니다.
더구나 먹기가 꺼려지는 기형모양의 사과도 들어있네요.

아직 먹어보지는 않아서 맛은 모르겠구요.
제품 소개에 나온 사과 이미지는 너무 깨끗하던데요.
그거랑 배송 받은 사과는 너무 차이가 납니다.
흠집이 있는 사과는 먹는데는 지장이 없겠지만
멍이 든 사과는 어떻게 해야하나요?
금방 상할 텐데요.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*정 ,1,2021.06.15,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",못생긴사과시켰지 시들고 깨진,"못생긴사과시켰지 시들고 깨진 사과 시킨거 아닌데요.... 우리집 냉장고에 버릴려고 둔 사과보다도 더 시들었네요... 왠만함 좋게 글 써주는 편인데.... 누굴 그지로 알았나....

사과봉지는 다 뜯어져서 후레쉬백안에 다 나뒹글어져 있고....참....어이가 없네요.... 이런걸 산 내가 다 창피하네요...",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
윤*경 ,1,2021.01.21,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",다시는 안사요,"말랑한 사과를 배송받기는 처음이예요.
보조개 알뜰사과라서 감수해야 할 부분이 있지만,
이건 해도 너무 한다 싶네요.
흠집정도가 아니라 썩은 상품을 보내주시면 어쩌라는 겁니까?
도려내고 먹을 정도는 돼야지 사과가 말랑하고 멍든부분에서 쉰내가 나는데, 썩은사과 버리면 알뜰한 게 아니라 엄청 비싼 사과네요!
포장뜯고 5개를 쪼갰는데 2개 건졌습니다.
그나마 건진 사과 맛도 밍밍해서 겨울무가 더 맛있네요!

버릴상품을 알뜰상품으로 둔갑해서 쓰레기를 고객에게 팔지 마세요!",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*희 ,1,2021.01.30,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"사진보시면 알겠지만 다 찍겨서 왔어요. 겉에 멀쩡해 보이는 사과도 깎았더니 멍들어 잇어요. 최하위 등급 사과네요. 그냥 가져가라고 해도 안 가져갈 그런 사과예요.
프레시백에 함께 주문한 샌드위치 햄과 같이 담겨 왔는데 큰 가방안에서 굴러다니다 그런 것 같기도 하고 배송하신 분이 떨어뜨렸나 싶기도 하고 하여튼 물건은 최악입니다.
아이들이 토스트 해달라고 해서 급해서 2개를 먹어 환불 신청 안했지만 정말 최악의 사과를 경험했네요.
재구매는 절대 없을 것 같습니다.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
김*윤 ,1,2020.06.13,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"별하나도아까와요.
쿠팡에 상품평 진짜 처음쓰는데.
리뷰만보고 무조건주문한건데
진짜 올해먹은 사과중 최하에요.
부서지는 푸석함에.
맛이 무맛.상큼.달콤 그런거 하나도없고.
쿠팡체험단꺼랑 저한테 온사과는 다른사과인가요?
7개먹엇는데 상처는 알고삿으니 그렇다치고
상처가 문제가아니라 신선도도없고 맛이 없어요.
순간 나무에 떨어져잇어서 오래된애들인가.생각도햇음.ㅡㅡ",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
곽*현 ,1,2020.06.22,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"어떻게 멀쩡한 사과가 한개도 없는지..
상태가 너무 안좋은데 확인도 안하고 보내나요?
좋은게 좋은거라고, 두세개 상태 안좋으면 늘 넘어갔는데,
이번은 화가 나네요..",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
연*경 ,1,2021.02.13,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"오늘 새벽에 받아서 아이스백 열어보니 봉투가 이미 튿어져 있었어요. 그래도 맛은 있어보여서 씻어서 잘라보니 다섯개중 두개가 이지경. 멀쩡한애들도 맛없어요.
열개 들어있어서 하나에 1300원 꼴이니 지금 2600 버렸네요.
PB상품중 신선식품은 앞으로 안사려구요.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
망호네 ,1,2021.02.25,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",곰곰상품 많이주문해 봤지만ㅋㅋㅋ너무기가 막혀서 헛웃음만,"이걸 먹으라고 판매 하시는겁니까?
과일들이야 속을 알순없지만 이건 겉부터가 찍히고 갈라지고
멍들고 겉만봐도 엉망이라 잘라보니 더 가관ㅋㅋㅋㅋㅋㅋㅋ
뭘 먹으라는건지?이걸 먹으라고?ㅋㅋㅋ 당신네들 같음
입에 넣겠나 상태한번 보십시요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
장*름 ,1,2021.02.23,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",과일은과일가게에서보고사자,"박스안에서 비닐봉투가터지고 사과들이 나뒹굴었네요
그래서그렁지 멍안든사과가없고 터지고 깨지고 조금만더굴렀으면 즙으로받을수도있었겠네요 만신창이라 그냥먹기엔 보기에넘 맛없어보여서 갈아먹고 잼만들어먹었어요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*인 ,1,2021.01.05,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",이번에 불량이 4개.. 품질 항상 좋았는데 이번엔 왜?,"보조개사과 이번이 3번째 주문입니다. 항상 만족스러웠는데, 이번에 좀 실망했어요. 3개는 껍질이 쭈글쭈글 사과가 너무 시들었구요. 1개는 안이 씨꺼멓게 썩었다는.... 불량사과과 총 4개였습니다. 이때껏 한번도 이런적없었는데 품질이 많이 떨어졌네요ㅠ 멀쩡한 사과들은 맛 좋았어요. 이번주에 한번더 시켜먹어보고 또 불량이 많으면 이제 더이상 구매 안하려구요.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
박*수 ,1,2020.09.15,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"지난번에도 포장이 터지고 멍들었지만 맛있어서
한번더 주문했는데
이번에도 보신것 처럼 포장이 터지고 사과가 멍들었어요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*주 ,1,2020.09.25,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",진짜 비추,일부로 급해서 로켓프레시 주문한건데 배송도 잘못된 주소지로 가서 번거롭고 마음에 안들었는데 받아본 상품이 완전 창고에 방지되어있던것 처럼 다 상처나고 칼로 많이 도려내어서 먹어야 할 수준이더라고요 저렴하고 급하다고 막 구매 하면 안된다는 교훈을 얻게하는 상품이었습니다.,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
평가임원 ,1,2020.09.30,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",,"짓무르고
흠있고
못생기고
추석선물세트 만들고
파생상품 오아서 파는 것처럼 느겨짐
돈아깝다.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
정*희 ,1,2020.12.27,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",완전 ㅆ레기.,완전 뭐 이런걸 파시나요???? 아니 뭐 사과가 푸석하고 다 곪아서 까맣고 멍들고 썪고 ㅋㅋ 난리났네요 사진은.이것만 찍어서 그렇지 저런거 반 멀쩡한데 멍든거 반이에요 아.짜증 ㅡㅡ그리고 봉지도 다 터진건지 어쩐건지 다 뜯어져서 사과들이 이리저리 굴러다니며 왔어요 어이없네 생각할 수록,https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
고*선 ,1,2021.03.08,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",상했어요,"보조개사과여도 이정도는 판매안하실텐데
실스로들어온거겠죠, 하다가도 전반적인 품질이 다안좋고 맛이..... 사과맛이거의 안나다보니 쿠팡 프레시 이용하며 처음으로 실망스러웠습니다

쿠팡 확인 해서 보낸다고하시는데
그게 어떻게 다 가능하지 싶었어요

역시 이런일이 있네요

전 착즙해서 사과 당근 등 많이살건데 사과는 농장직배송으로 옮길거같아요",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
이*란 ,1,2021.03.15,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉",상품배송꽝,"흠과(썩은거포함) 인거는 알고 샀어요
어차피 갈아마실거니깐...
근데 포장상태 완전 불량 엉망진창
현관에서 사과 꺼내드는데 포장지가 찢어져 있었는지 바닥에 데굴데굴ㅜㅜ
참 이런 상품을 보내주시고 대단하십니다",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
양*주 ,1,2020.12.30,"곰곰 맛있는 보조개 알뜰사과, 2.5kg, 1봉","음.. 비닐은 찟어지고, 패인 사과, 흠집이 아니네여.","작은 흠집정도는 그냥 먹을 수 있는데 비닐 찟어지고, 사과마다 흠집이 다 있어요. 이렇게 모으기도 쉽지 않아요.
이제 로켓후레시 푹 빠지려고 하는데.. 아쉽네요.. ㅠㅠ
반품이 되는건지도 모르겠고 -,,- 일단 냉장고에 넣어야겠죠.",https://www.coupang.com/vp/products/1639256695?itemId=2795492984&vendorItemId=70785141324,1,사과
